,EVENT CATEGORY,EVENT GROUP,EVENT SUBGROUP,EVENT TYPE,PLACE,Province/Territory,EVENT START DATE,FATALITIES,INJURED/INFECTED,EVACUATED,ESTIMATED TOTAL COST,NORMALIZED TOTAL COST,EVENT END DATE,FEDERAL DFAA PAYMENTS,PROVINCIAL DFAA PAYMENTS,PROVINCIAL DEPARTMENT PAYMENTS,MUNICIPAL COSTS,OGD COSTS,INSURANCE PAYMENTS,NGO PAYMENTS,UTILITY/PEOPLE AFFECTED,MAGNITUDE,start_date,end_date,Difference,Region,Province_Name
0,Disaster,Natural,Meteorological - Hydrological,Hurricane / Typhoon / Tropical Storm,New Brunswick,NB,2014-07-05 00:00:00,0.0,0.0,0.0,12500000.0,,2014-07-05 00:00:00,,12500000.0,,,,,420000.0,0.0,0.0,2014-07-05,2014-07-05,0,Eastern Canada,New Brunswick
1,Disaster,Natural,Meteorological - Hydrological,Flood,Southern Manitoba,MB,2014-06-25 00:00:00,0.0,0.0,560.0,1000000000.0,,2014-06-25 00:00:00,,,,,1000000000.0,,,0.0,0.0,2014-06-25,2014-06-25,0,Western Canada,Manitoba
2,Disaster,Natural,Meteorological - Hydrological,Flood,Southern Alberta,AB,2014-06-15 00:00:00,0.0,0.0,500.0,0.0,,2014-06-15 00:00:00,,,,,,,,0.0,0.0,2014-06-15,2014-06-15,0,Western Canada,Alberta
3,Disaster,Natural,Meteorological - Hydrological,Wildfire,British Columbia,BC,2014-06-01 00:00:00,0.0,0.0,4500.0,300000000.0,,2014-09-30 00:00:00,,,300000000.0,,,,,0.0,0.0,2014-06-01,2014-09-30,121,Western Canada,British Columbia
4,Disaster,Natural,Meteorological - Hydrological,Wildfire,Northwest Territories,NT,2014-06-01 00:00:00,0.0,0.0,100.0,55000000.0,,2014-09-18 00:00:00,,,55000000.0,,,,,0.0,0.0,2014-06-01,2014-09-18,109,Northern Canada,Northwest Territories
5,Disaster,Natural,Meteorological - Hydrological,Flood,New Brunswick,NB,2014-04-14 00:00:00,0.0,0.0,1495.0,16000000.0,,2014-04-14 00:00:00,,16000000.0,,,,,,0.0,0.0,2014-04-14,2014-04-14,0,Eastern Canada,New Brunswick
6,Disaster,Natural,Meteorological - Hydrological,Flood,Quebec,QC,2014-04-14 00:00:00,0.0,0.0,1000.0,0.0,,2014-04-14 00:00:00,,,,,,,,0.0,0.0,2014-04-14,2014-04-14,0,Eastern Canada,Quebec
7,Disaster,Natural,Meteorological - Hydrological,Winter Storm,New Brunswick,NB,2013-12-22 00:00:00,0.0,0.0,0.0,0.0,,2013-12-22 00:00:00,,,,,,,,0.0,0.0,2013-12-22,2013-12-22,0,Eastern Canada,New Brunswick
8,Disaster,Natural,Meteorological - Hydrological,Winter Storm,Québec,QC,2013-12-21 00:00:00,6.0,0.0,0.0,0.0,,2013-12-26 00:00:00,,,,,,,,153000.0,0.0,2013-12-21,2013-12-26,5,Eastern Canada,Quebec
9,Disaster,Natural,Meteorological - Hydrological,Winter Storm,Southern Ontario,ON,2013-12-21 00:00:00,2.0,25.0,0.0,164200000.0,,2013-12-21 00:00:00,,4200000.0,160000000.0,,,,2490000.0,0.0,0.0,2013-12-21,2013-12-21,0,Eastern Canada,Ontario
10,Disaster,Natural,Meteorological - Hydrological,Flood,"Toronto, Ontario",ON,2013-07-08 00:00:00,0.0,0.0,0.0,940000000.0,,2013-07-08 00:00:00,,,,,,940000000.0,,300000.0,0.0,2013-07-08,2013-07-08,0,Eastern Canada,Ontario
11,Disaster,Natural,Meteorological - Hydrological,Flood,Southern Alberta,AB,2013-06-19 00:00:00,4.0,0.0,100000.0,2200000000.0,,2013-06-28 00:00:00,500000000.0,,,,,1700000000.0,,0.0,0.0,2013-06-19,2013-06-28,9,Western Canada,Alberta
12,Disaster,Natural,Meteorological - Hydrological,Storms and Severe Thunderstorms,Southeast British Columbia,BC,2013-06-19 00:00:00,0.0,0.0,200.0,0.0,,2013-06-21 00:00:00,,,,,,,,0.0,0.0,2013-06-19,2013-06-21,2,Western Canada,British Columbia
13,Disaster,Natural,Meteorological - Hydrological,Flood,"Kasabonika Lake First Nation, Ontario",ON,2013-05-27 00:00:00,0.0,0.0,150.0,0.0,,2013-05-31 00:00:00,,,,,,,,0.0,0.0,2013-05-27,2013-05-31,4,Eastern Canada,Ontario
14,Disaster,Natural,Meteorological - Hydrological,Flood,"Cumberland House, SK",SK,2013-04-29 00:00:00,0.0,0.0,3000.0,20000000.0,,2013-04-29 00:00:00,,,,,,,,0.0,0.0,2013-04-29,2013-04-29,0,Western Canada,Saskatchewan
15,Disaster,Natural,Meteorological - Hydrological,Wildfire,"Vita, Manitoba",MB,2012-10-02 00:00:00,0.0,0.0,200.0,0.0,,2012-10-03 00:00:00,,,,,,,,0.0,0.0,2012-10-02,2012-10-03,1,Western Canada,Manitoba
16,Disaster,Natural,Meteorological - Hydrological,Wildfire,"Lethbridge and Coalhurst, Alberta",AB,2012-09-01 00:00:00,0.0,0.0,2500.0,0.0,,2012-09-11 00:00:00,,,,,,,,0.0,0.0,2012-09-01,2012-09-11,10,Western Canada,Alberta
17,Disaster,Natural,Meteorological - Hydrological,Wildfire,"Peachland, British Columbia",BC,2012-09-09 00:00:00,0.0,0.0,1550.0,0.0,,2012-09-12 00:00:00,0.0,0.0,,,,,,0.0,0.0,2012-09-09,2012-09-12,3,Western Canada,British Columbia
18,Disaster,Natural,Biological,Epidemic,Quebec City,QC,2012-07-31 00:00:00,13.0,180.0,0.0,0.0,,2012-10-10 00:00:00,0.0,,,,,,,0.0,0.0,2012-07-31,2012-10-10,71,Eastern Canada,Quebec
19,Disaster,Natural,Meteorological - Hydrological,Wildfire,"Sandy Lake First Nation, Ontario",ON,2012-07-31 00:00:00,0.0,0.0,637.0,0.0,,2012-08-06 00:00:00,,,,,,,,0.0,0.0,2012-07-31,2012-08-06,6,Eastern Canada,Ontario
20,Disaster,Natural,Meteorological - Hydrological,Wildfire,"Island Lake and Garden Hill, Manitoba",MB,2012-07-23 00:00:00,0.0,0.0,1428.0,0.0,,2012-08-01 00:00:00,,,,,,,,0.0,0.0,2012-07-23,2012-08-01,9,Western Canada,Manitoba
21,Disaster,Natural,Meteorological - Hydrological,Wildfire,"Mackenzie County, Alberta",AB,2012-07-11 00:00:00,0.0,0.0,300.0,,,2012-07-20 00:00:00,,,,,,,,0.0,0.0,2012-07-11,2012-07-20,9,Western Canada,Alberta
22,Disaster,Natural,Meteorological - Hydrological,Wildfire,"Northwest River and Sheshatshiu, Newfoundland and Labrador",NL,2012-06-24 00:00:00,0.0,0.0,1100.0,0.0,,2012-06-25 00:00:00,,,,,,,,0.0,0.0,2012-06-24,2012-06-25,1,Eastern Canada,Newfoundland and Labrador
23,Disaster,Natural,Meteorological - Hydrological,Wildfire,"Sheshatshiu, Newfoundland Labrador",NL,2012-06-23 00:00:00,0.0,0.0,1100.0,,,2012-06-25 00:00:00,,,,,,,,0.0,0.0,2012-06-23,2012-06-25,2,Eastern Canada,Newfoundland and Labrador
24,Disaster,Natural,Meteorological - Hydrological,Flood,"Sicamous, BC",BC,2012-06-23 00:00:00,0.0,0.0,350.0,0.0,,2012-06-23 00:00:00,,,,,,,,0.0,0.0,2012-06-23,2012-06-23,0,Western Canada,British Columbia
25,Disaster,Natural,Meteorological - Hydrological,Flood,"Upper Liard, Yukon, Nahanni Butte, Northwest Territories, and Lower Post British Columbia",Multiple Provinces,2012-06-06 00:00:00,0.0,0.0,137.0,0.0,,2012-06-06 00:00:00,,,,,,,,0.0,0.0,2012-06-06,2012-06-06,0,Northern Canada,Multiple Provinces
26,Disaster,Natural,Meteorological - Hydrological,Flood,Thunder Bay,ON,2012-05-28 00:00:00,0.0,0.0,0.0,0.0,,2012-05-28 00:00:00,,,,,,,,0.0,0.0,2012-05-28,2012-05-28,0,Eastern Canada,Ontario
27,Disaster,Natural,Meteorological - Hydrological,Wildfire,"Timmins, Ontario",ON,2012-05-24 00:00:00,0.0,0.0,1000.0,0.0,,2012-06-07 00:00:00,,,,,,,,0.0,0.0,2012-05-24,2012-06-07,14,Eastern Canada,Ontario
28,Disaster,Natural,Meteorological - Hydrological,Wildfire,Kirkland Lake,ON,2012-05-20 00:00:00,0.0,0.0,300.0,0.0,,2012-05-29 00:00:00,0.0,,,,,,,0.0,0.0,2012-05-20,2012-05-29,9,Eastern Canada,Ontario
29,Disaster,Natural,Meteorological - Hydrological,Flood,"Kashechewan and Fort Albany, Ontario",ON,2012-03-24 00:00:00,0.0,0.0,269.0,6700000.0,,2012-04-01 00:00:00,,,,,6700000.0,,,0.0,0.0,2012-03-24,2012-04-01,8,Eastern Canada,Ontario
30,Disaster,Natural,Meteorological - Hydrological,Flood,"Fort Albany and Kashechewan First Nations, Ontario",ON,2012-03-24 00:00:00,0.0,0.0,250.0,,,2012-03-25 00:00:00,,,,,,,,0.0,0.0,2012-03-24,2012-03-25,1,Eastern Canada,Ontario
31,Disaster,Natural,Meteorological - Hydrological,Flood,"Perth-Andover, NB",NB,2012-03-19 00:00:00,0.0,0.0,500.0,,,2012-03-25 00:00:00,,,,,,,,0.0,0.0,2012-03-19,2012-03-25,6,Eastern Canada,New Brunswick
32,Disaster,Natural,Meteorological - Hydrological,Hurricane / Typhoon / Tropical Storm,"Quebec, Newfoundland and Labrador, New Brunswick, Nova Scotia and Prince Edward Island",Multiple Provinces,2011-08-28 00:00:00,2.0,0.0,300.0,137800000.0,109642368.6,2011-08-30 00:00:00,,,,,,137800000.0,,1169000.0,0.0,2011-08-28,2011-08-30,2,Eastern Canada,Multiple Provinces
33,Disaster,Natural,Meteorological - Hydrological,Tornado,Goderich ON,ON,2011-08-21 00:00:00,0.0,0.0,0.0,,,2011-08-22 00:00:00,,,,,,,,8000.0,0.0,2011-08-21,2011-08-22,1,Eastern Canada,Ontario
34,Disaster,Natural,Meteorological - Hydrological,Flood,"Eckville, Lacombe, Paddle River, Fort Vermilion, and Peace River AB",AB,2011-07-12 00:00:00,0.0,0.0,156.0,,,2011-07-14 00:00:00,,,,,,,,700.0,0.0,2011-07-12,2011-07-14,2,Western Canada,Alberta
35,Disaster,Natural,Meteorological - Hydrological,Wildfire,Northern Ontario,ON,2011-07-06 00:00:00,0.0,0.0,3292.0,,,2011-07-25 00:00:00,,,,,,,,1896.0,0.0,2011-07-06,2011-07-25,19,Eastern Canada,Ontario
36,Disaster,Natural,Meteorological - Hydrological,Wildfire,"Mishkeegogamang Ojibway First Nation (New Osnaburgh), Northern ON",ON,2011-06-21 00:00:00,0.0,0.0,423.0,,,2011-06-27 00:00:00,,,,,,,,0.0,0.0,2011-06-21,2011-06-27,6,Eastern Canada,Ontario
37,Disaster,Natural,Meteorological - Hydrological,Flood,Weyburn and Estavan SK,SK,2011-06-17 00:00:00,0.0,0.0,383.0,,,2011-06-28 00:00:00,,,,,,,,0.0,0.0,2011-06-17,2011-06-28,11,Western Canada,Saskatchewan
38,Disaster,Natural,Meteorological - Hydrological,Wildfire,Hall Lake SK,SK,2011-06-12 00:00:00,0.0,0.0,440.0,,,2011-06-14 00:00:00,,,,,,,,0.0,0.0,2011-06-12,2011-06-14,2,Western Canada,Saskatchewan
39,Disaster,Natural,Meteorological - Hydrological,Flood,"Dauphin Lake, Souris River, Assiniboine River, Pipestone Creek, Oak Lake, Plum Lakes, Plum Creek, and the Qu'Appelle River MB",MB,2011-06-02 00:00:00,0.0,0.0,3024.0,,,2011-07-09 00:00:00,,,,,,,,0.0,0.0,2011-06-02,2011-07-09,37,Western Canada,Manitoba
40,Disaster,Natural,Meteorological - Hydrological,Wildfire,Wollaston Lake SK,SK,2011-06-02 00:00:00,0.0,0.0,1137.0,0.0,0.0,2011-06-09 00:00:00,,,,,,,,0.0,0.0,2011-06-02,2011-06-09,7,Western Canada,Saskatchewan
41,Disaster,Natural,Meteorological - Hydrological,Flood,Calgary AB,AB,2011-05-29 00:00:00,0.0,0.0,141.0,,,2011-05-31 00:00:00,,,,,,,,0.0,0.0,2011-05-29,2011-05-31,2,Western Canada,Alberta
42,Disaster,Natural,Meteorological - Hydrological,Flood,Brandon MB,MB,2011-05-10 00:00:00,0.0,0.0,3623.0,,,2011-05-28 00:00:00,,,,,,,,0.0,0.0,2011-05-10,2011-05-28,18,Western Canada,Manitoba
43,Disaster,Natural,Meteorological - Hydrological,Wildfire,"Towns of Slave Lake, High Prairie, Little Buffalo, Lesser Slave Lake, Municipal Districts of Lesser Slave River, Red Earth Creek, and Loon Lake Whitefish Atikameg, and Woodland Cree First Nations AB",AB,2011-05-01 00:00:00,0.0,0.0,12055.0,700000000.0,556964136.8,2011-05-22 00:00:00,,,,,,700000000.0,,0.0,0.0,2011-05-01,2011-05-22,21,Western Canada,Alberta
44,Disaster,Natural,Meteorological - Hydrological,Flood,Saint-Jean-sur-Richelieu (Richelieu River) QC,QC,2011-04-22 00:00:00,0.0,0.0,1619.0,,,2011-06-15 00:00:00,,,,,,,,0.0,0.0,2011-04-22,2011-06-15,54,Eastern Canada,Quebec
45,Disaster,Natural,Meteorological - Hydrological,Flood,"Assiniboine, Roseau and Red Rivers MB",MB,2011-04-19 00:00:00,0.0,0.0,2543.0,350000000.0,278482068.4,2011-06-17 00:00:00,350000000.0,,,,,,,0.0,0.0,2011-04-19,2011-06-17,59,Western Canada,Manitoba
46,Disaster,Natural,Meteorological - Hydrological,Winter Storm,Lambton County ON,ON,2010-12-13 00:00:00,1.0,1.0,237.0,,,2010-12-13 00:00:00,,,,,,,,0.0,0.0,2010-12-13,2010-12-13,0,Eastern Canada,Ontario
47,Disaster,Natural,Meteorological - Hydrological,Flood,New Brunswick and Nova Scotia,Multiple Provinces,2010-12-13 00:00:00,0.0,0.0,0.0,5000000.0,4094420.6,2010-12-13 00:00:00,5000000.0,,,,,,,80000.0,0.0,2010-12-13,2010-12-13,0,Eastern Canada,Multiple Provinces
48,Disaster,Natural,Meteorological - Hydrological,Flood,Gaspé and Bonaventure QC,QC,2010-12-05 00:00:00,0.0,0.0,125.0,,,2010-12-15 00:00:00,,,,,,,,0.0,0.0,2010-12-05,2010-12-15,10,Eastern Canada,Quebec
49,Disaster,Natural,Meteorological - Hydrological,Storms and Severe Thunderstorms,Yarmouth County NS,NS,2010-11-08 00:00:00,0.0,0.0,100.0,,,2010-11-08 00:00:00,,,,,,,,0.0,0.0,2010-11-08,2010-11-08,0,Eastern Canada,Nova Scotia
50,Disaster,Natural,Meteorological - Hydrological,Flood,Yarmouth and Halifax NS,NS,2010-11-07 00:00:00,0.0,0.0,390.0,,,2010-11-14 00:00:00,,,,,,,,0.0,0.0,2010-11-07,2010-11-14,7,Eastern Canada,Nova Scotia
51,Disaster,Natural,Meteorological - Hydrological,Flood,Kingcome Inlet and Bella Coola BC,BC,2010-09-24 00:00:00,0.0,0.0,175.0,,,2010-09-25 00:00:00,,,,,,,,0.0,0.0,2010-09-24,2010-09-25,1,Western Canada,British Columbia
52,Disaster,Natural,Meteorological - Hydrological,Hurricane / Typhoon / Tropical Storm,Newfoundland and Labrador,NL,2010-09-21 00:00:00,1.0,0.0,300.0,51000000.0,41763090.1,2010-09-21 00:00:00,51000000.0,,,,,,,0.0,0.0,2010-09-21,2010-09-21,0,Eastern Canada,Newfoundland and Labrador
53,Disaster,Natural,Meteorological - Hydrological,Hurricane / Typhoon / Tropical Storm,Liverpool NS,NS,2010-09-04 00:00:00,0.0,0.0,0.0,,,2010-09-04 00:00:00,,,,,,,,200000.0,0.0,2010-09-04,2010-09-04,0,Eastern Canada,Nova Scotia
54,Disaster,Natural,Meteorological - Hydrological,Flood,Meat Cove NS,NS,2010-08-22 00:00:00,0.0,0.0,130.0,,,2010-08-22 00:00:00,,,,,,,,0.0,0.0,2010-08-22,2010-08-22,0,Eastern Canada,Nova Scotia
55,Disaster,Natural,Meteorological - Hydrological,Wildfire,"Williams Lake, Chilcotin, Houston, Burns Lake and Fraser Lake BC",BC,2010-07-28 00:00:00,2.0,0.0,0.0,220000000.0,180154506.4,2010-09-08 00:00:00,,,220000000.0,,,,,0.0,0.0,2010-07-28,2010-09-08,42,Western Canada,British Columbia
56,Disaster,Natural,Meteorological - Hydrological,Storms and Severe Thunderstorms,North Battleford SK,SK,2010-07-22 00:00:00,0.0,0.0,45.0,,,2010-07-22 00:00:00,,,,,,,,0.0,0.0,2010-07-22,2010-07-22,0,Western Canada,Saskatchewan
57,Disaster,Natural,Meteorological - Hydrological,Storm - Unspecified / Other,"Calgary, Alberta",AB,2010-07-12 00:00:00,0.0,0.0,0.0,400000000.0,327553648.1,2010-07-12 00:00:00,,,,,,400000000.0,,0.0,0.0,2010-07-12,2010-07-12,0,Western Canada,Alberta
58,Disaster,Natural,Meteorological - Hydrological,Tornado,Kawacatoose First Nation SK,SK,2010-07-02 00:00:00,0.0,0.0,0.0,358000.0,293160.5,2010-07-02 00:00:00,,,,,358000.0,,,0.0,0.0,2010-07-02,2010-07-02,0,Western Canada,Saskatchewan
59,Disaster,Natural,Meteorological - Hydrological,Tornado,Midland ON,ON,2010-06-23 00:00:00,0.0,12.0,0.0,16000000.0,13102145.9,2010-06-23 00:00:00,,,1000000.0,,,15000000.0,,0.0,0.0,2010-06-23,2010-06-23,0,Eastern Canada,Ontario
60,Disaster,Natural,Geological,Earthquake,Val-des-Bois and Gracefield QC,QC,2010-06-23 00:00:00,0.0,0.0,0.0,,,2010-06-23 00:00:00,,,,,,,,900.0,0.0,2010-06-23,2010-06-23,0,Eastern Canada,Quebec
61,Disaster,Natural,Meteorological - Hydrological,Flood,Southern Alberta and Saskatchewan,Multiple Provinces,2010-06-17 00:00:00,0.0,0.0,2065.0,956350000.0,783139828.3,2010-06-17 00:00:00,,,206350000.0,,750000000.0,,,0.0,0.0,2010-06-17,2010-06-17,0,Western Canada,Multiple Provinces
62,Disaster,Natural,Meteorological - Hydrological,Wildfire,13km East of Cranberry Portage MB,MB,2010-06-15 00:00:00,0.0,0.0,400.0,,,2010-06-15 00:00:00,,,,,,,,0.0,0.0,2010-06-15,2010-06-15,0,Western Canada,Manitoba
63,Disaster,Natural,Meteorological - Hydrological,Tornado,Leamington ON,ON,2010-06-06 00:00:00,0.0,0.0,0.0,100000.0,81888.4,2010-06-06 00:00:00,,,100000.0,,,,,13500.0,0.0,2010-06-06,2010-06-06,0,Eastern Canada,Ontario
64,Disaster,Natural,Meteorological - Hydrological,Flood,Winnipeg MB,MB,2010-05-29 00:00:00,0.0,0.0,619.0,2200000.0,1801545.1,2010-05-29 00:00:00,490000.0,,1710000.0,,,,,0.0,0.0,2010-05-29,2010-05-29,0,Western Canada,Manitoba
65,Disaster,Natural,Meteorological - Hydrological,Wildfire,Chapleau ON,ON,2010-05-27 00:00:00,0.0,0.0,0.0,,,2010-05-27 00:00:00,,,,,,,,2000.0,0.0,2010-05-27,2010-05-27,0,Eastern Canada,Ontario
66,Disaster,Natural,Meteorological - Hydrological,Wildfire,Wemotaci reserve and La Tuque QC,QC,2010-05-23 00:00:00,0.0,0.0,1300.0,,,2010-05-23 00:00:00,,,,,,,,0.0,0.0,2010-05-23,2010-05-23,0,Eastern Canada,Quebec
67,Disaster,Natural,Meteorological - Hydrological,Wildfire,County of Thorhild AB,AB,2010-05-12 00:00:00,0.0,0.0,300.0,10000000.0,8188841.2,2010-05-12 00:00:00,,,10000000.0,,,,,0.0,0.0,2010-05-12,2010-05-12,0,Western Canada,Alberta
68,Disaster,Natural,Biological,Epidemic,"Glengarry Hospital, Victoria BC",BC,2010-04-06 00:00:00,10.0,21.0,0.0,,,2010-04-06 00:00:00,,,,,,,,0.0,0.0,2010-04-06,2010-04-06,0,Western Canada,British Columbia
69,Disaster,Natural,Meteorological - Hydrological,Storm Surge,Baie-Verte and Port Elgin NB,NB,2010-01-02 00:00:00,0.0,0.0,0.0,627673.0,513991.5,2010-01-03 00:00:00,0.0,0.0,337716.0,145954.0,,144003.0,,0.0,0.0,2010-01-02,2010-01-03,1,Eastern Canada,New Brunswick
70,Disaster,Natural,Meteorological - Hydrological,Flood,Duncan and North Cowichan (Vancouver Island) BC,BC,2009-11-14 00:00:00,0.0,0.0,1050.0,,,2009-11-19 00:00:00,,,,,,,,0.0,0.0,2009-11-14,2009-11-19,5,Western Canada,British Columbia
71,Disaster,Natural,Meteorological - Hydrological,Storms and Severe Thunderstorms,Nova Scotia and New Brunswick,Multiple Provinces,2009-10-26 00:00:00,0.0,0.0,0.0,,,2009-10-26 00:00:00,,,,,,,,24000.0,0.0,2009-10-26,2009-10-26,0,Eastern Canada,Multiple Provinces
72,Disaster,Natural,Meteorological - Hydrological,Hurricane / Typhoon / Tropical Storm,Halifax NS,NS,2009-08-23 00:00:00,0.0,0.0,0.0,,,2009-08-23 00:00:00,,,,,,,,40000.0,0.0,2009-08-23,2009-08-23,0,Eastern Canada,Nova Scotia
73,Disaster,Natural,Meteorological - Hydrological,Tornado,"Toronto, Windsor, Vaughan and Newmarket ON",ON,2009-08-20 00:00:00,1.0,0.0,0.0,,,2009-08-20 00:00:00,,,,,,,,207000.0,0.0,2009-08-20,2009-08-20,0,Eastern Canada,Ontario
74,Disaster,Natural,Meteorological - Hydrological,Storms and Severe Thunderstorms,Winnipeg to Steinbach MB,MB,2009-08-14 00:00:00,0.0,0.0,0.0,50000000.0,41695804.2,2009-08-14 00:00:00,,,,,,50000000.0,,12000.0,0.0,2009-08-14,2009-08-14,0,Western Canada,Manitoba
75,Disaster,Natural,Meteorological - Hydrological,Tornado,Déléage to Mont-Laurier,QC,2009-08-04 00:00:00,0.0,0.0,0.0,6000000.0,5003496.5,2009-08-04 00:00:00,,,,,,6000000.0,,12000.0,0.0,2009-08-04,2009-08-04,0,Eastern Canada,Quebec
76,Disaster,Natural,Meteorological - Hydrological,Storms and Severe Thunderstorms,South-East Alberta,AB,2009-08-02 00:00:00,0.0,0.0,0.0,,,2009-08-02 00:00:00,,,,,,,,9999.0,0.0,2009-08-02,2009-08-02,0,Western Canada,Alberta
77,Disaster,Natural,Meteorological - Hydrological,Heat Event,Vancouver and Fraser BC,BC,2009-07-27 00:00:00,134.0,0.0,0.0,,,2009-08-03 00:00:00,,,,,,,,0.0,0.0,2009-07-27,2009-08-03,7,Western Canada,British Columbia
78,Disaster,Natural,Meteorological - Hydrological,Storms and Severe Thunderstorms,Hamilton and Toronto ON,ON,2009-07-26 00:00:00,0.0,0.0,0.0,,,2009-07-26 00:00:00,,,,,,,,0.0,0.0,2009-07-26,2009-07-26,0,Eastern Canada,Ontario
79,Disaster,Natural,Meteorological - Hydrological,Storms and Severe Thunderstorms,Edmonton area AB,AB,2009-07-18 00:00:00,0.0,0.0,0.0,4500000.0,3752622.4,2009-07-18 00:00:00,400000.0,4100000.0,,,,,,0.0,0.0,2009-07-18,2009-07-18,0,Western Canada,Alberta
80,Disaster,Natural,Meteorological - Hydrological,Wildfire,"Kelowna, Kamloops and Cariboo BC",BC,2009-07-18 00:00:00,1.0,0.0,20000.0,75000000.0,62543706.3,2009-07-18 00:00:00,58000000.0,17000000.0,,,,,,0.0,0.0,2009-07-18,2009-07-18,0,Western Canada,British Columbia
81,Disaster,Natural,Meteorological - Hydrological,Flood,Notre-Dame-des-Prairies,QC,2009-06-28 00:00:00,0.0,0.0,0.0,,,2009-07-04 00:00:00,,,,,,,,0.0,0.0,2009-06-28,2009-07-04,6,Eastern Canada,Quebec
82,Disaster,Natural,Meteorological - Hydrological,Storm - Unspecified / Other,"Montreal, Alma, La Tuque and Baie-Saint-Paul QC",QC,2009-05-14 00:00:00,0.0,0.0,0.0,,,2009-05-14 00:00:00,,,,,,,,70000.0,0.0,2009-05-14,2009-05-14,0,Eastern Canada,Quebec
83,Disaster,Natural,Meteorological - Hydrological,Flood,Rock Creek and Henderson Corner in the Klondike Valley YT,YT,2009-05-01 00:00:00,0.0,0.0,28.0,1400000.0,1167482.5,2009-05-01 00:00:00,1000000.0,400000.0,,,,,,0.0,0.0,2009-05-01,2009-05-01,0,Northern Canada,Yukon
84,Disaster,Natural,Meteorological - Hydrological,Storms and Severe Thunderstorms,"Ottawa, Toronto and Windsor ON",ON,2009-04-25 00:00:00,0.0,0.0,0.0,,,2009-04-25 00:00:00,,,,,,,,300000.0,0.0,2009-04-25,2009-04-25,0,Eastern Canada,Ontario
85,Disaster,Natural,Meteorological - Hydrological,Flood,"Saint John, Miramichi and Restigouche rivers NB",NB,2009-04-05 00:00:00,0.0,0.0,0.0,2000000.0,1667832.2,2009-05-04 00:00:00,626000.0,1374000.0,,,,,,0.0,0.0,2009-04-05,2009-05-04,29,Eastern Canada,New Brunswick
86,Disaster,Natural,Biological,Epidemic,Across Canada,Multiple Provinces,2009-04-01 00:00:00,425.0,8582.0,0.0,,,2010-02-01 00:00:00,,,,,,,,0.0,0.0,2009-04-01,2010-02-01,306,Across Canada,Multiple Provinces
87,Disaster,Natural,Meteorological - Hydrological,Flood,"Roseau River First Nation, Sioux Falls, Peguis First Nation, St. Andrews, St. Clements and Selkirk MB",MB,2009-03-24 00:00:00,0.0,0.0,3000.0,40000000.0,33356643.4,2009-05-21 00:00:00,33500000.0,6500000.0,,,,,,0.0,0.0,2009-03-24,2009-05-21,58,Western Canada,Manitoba
88,Disaster,Natural,Meteorological - Hydrological,Drought,Saskatchewan and Alberta,Multiple Provinces,2009-03-01 00:00:00,0.0,0.0,0.0,,,2009-03-01 00:00:00,,,,,,,,0.0,0.0,2009-03-01,2009-03-01,0,Western Canada,Multiple Provinces
89,Disaster,Natural,Meteorological - Hydrological,Storms and Severe Thunderstorms,"Vancouver, Fraser Valley and the Greater Vancouver Regional Districts BC",BC,2009-01-06 00:00:00,0.0,0.0,0.0,16500000.0,13759615.4,2009-01-08 00:00:00,6900000.0,9600000.0,,,,,,0.0,0.0,2009-01-06,2009-01-08,2,Western Canada,British Columbia
90,Disaster,Natural,Meteorological - Hydrological,Storms and Severe Thunderstorms,Greater Vancouver and Fraser Valley BC,BC,2009-01-06 00:00:00,0.0,0.0,0.0,6900000.0,5754021.0,2009-01-08 00:00:00,6900000.0,,,,,,,0.0,0.0,2009-01-06,2009-01-08,2,Western Canada,British Columbia
91,Disaster,Natural,Meteorological - Hydrological,Winter Storm,Prince Edward Island,PE,2008-12-13 00:00:00,0.0,0.0,0.0,,,2008-12-13 00:00:00,,,,,,,,127283.0,0.0,2008-12-13,2008-12-13,0,Eastern Canada,Prince Edward Island
92,Disaster,Natural,Meteorological - Hydrological,Hurricane / Typhoon / Tropical Storm,Maritimes provinces,Multiple Provinces,2008-09-29 00:00:00,0.0,0.0,0.0,,,2008-09-29 00:00:00,,,,,,,,37000.0,0.0,2008-09-29,2008-09-29,0,Eastern Canada,Multiple Provinces
93,Disaster,Natural,Meteorological - Hydrological,Hurricane / Typhoon / Tropical Storm,Yarmouth County NS,NS,2008-09-28 00:00:00,0.0,0.0,0.0,,,2008-09-28 00:00:00,,,,,,,,40000.0,0.0,2008-09-28,2008-09-28,0,Eastern Canada,Nova Scotia
94,Disaster,Natural,Meteorological - Hydrological,Storms and Severe Thunderstorms,Kingston ON,ON,2008-09-15 00:00:00,0.0,0.0,0.0,,,2008-09-15 00:00:00,,,,,,,,0.0,0.0,2008-09-15,2008-09-15,0,Eastern Canada,Ontario
95,Disaster,Natural,Meteorological - Hydrological,Hurricane / Typhoon / Tropical Storm,Saint John NB,NB,2008-09-07 00:00:00,0.0,0.0,0.0,620000.0,518387.4,2008-09-07 00:00:00,620000.0,,,,,,,0.0,0.0,2008-09-07,2008-09-07,0,Eastern Canada,New Brunswick
96,Disaster,Natural,Meteorological - Hydrological,Storms and Severe Thunderstorms,Queens County PE,PE,2008-09-06 00:00:00,0.0,0.0,0.0,1800000.0,1504995.6,2008-09-07 00:00:00,1800000.0,,,,,,,0.0,0.0,2008-09-06,2008-09-07,1,Eastern Canada,Prince Edward Island
